,id,query,median_relevance,relevance_variance,product
5482,17639,ipad 2 heavy duty case,2,0.471,ipad mini bluetooth accessory kit assorted colors ipad mini essentials starter bundle include bluetooth keyboard case stand bluetooth speaker bluetooth headphone usb car charger screen protector 2 stylus
5483,17651,nike women,4,0.0,nike women son force low leather athletic shoe scrubber 60 plus robotic pool vacuum clean scrub floor wall waterline concrete vinyl fiberglass pool 20 x 40 x 8 foot scrubber 60 plus feature pack ready save time money scrubber eco smart design allow clean filter pool little energy run pump few hour spend time washing waste water chemical dual cleaning mode offer 3 hour cleaning mode fast track mode quick 1 hour cleaning revolutionary lightweight design quick drain system removal pool easy scrubber 60 plus include 60 foot power cord transformer power box etl csa ce approve back 2 year warranty
5484,17668,pot pan set,2,0.0,stainless steel 4 piece pasta cooker steamer multi pot encapsulated 8 quart cook n home stainless steel 4 piece 8 quart pasta steamer cooker box set include 4 piece 8 qt stock pot include temper glass lid steamer insert pasta insert stainless steel mirror polish
5485,17671,victoria secret pink short,2,0.0,dream star big girl pink lace knot band undergarment shorts 7 8 adorable soft undergarment short dream star girl short feature pink lace pink stretchy fabric band knot ensure perfect fit perfect underwear item offer great comfort
5486,17672,road bicycle,4,0.0,tour de france stage vintage blue bike light alloy frame tour de france stage combine simplicity fix gear keep bike light easy maintain vintage classic drop bar speed toe clip speed well braking
5487,17673,16 gb memory card,1,0.471,svp 7 inch dual core dual camera 4 gb android 4.2 touch phone tablet miss chance durable android tablet 7 inch dual camera 4 gb android touch phone tablet offer convenient place stay touch connect wi fi quickly easily upload picture camera
5488,17675,vanilla scented perfume,4,0.943,perfume bourbon vanilla ecco bella botanicals 1 oz liquid perfume bourbon vanilla ecco bella botanicals 1 oz liquid perfume bourbon vanilla 1 oz liquid product hand craft fragrance rare modern time bourbon vanilla rich creamy scent vanilla exotic intoxicate fine vanilla world bourbon vanilla island madagascar choose want elicit feeling creativity love sensuality ingredients organic grain alcohol vanilla absolute cocoa absolute rise jasmine warning reach child dietary supplement consult healthcare professional use product label information perfume bourbon vanilla 1 oz liquidproduct description hand craft fragrance rare modern time bourbon vanilla rich creamy scent vanilla exotic intoxicate fine vanilla world bourbon vanilla island madagascar choose want elicit feeling creativity love sensuality ingredients organic grain alcohol vanilla absolute cocoa absolute rise jasmine warning reach child dietary supplement consult healthcare professional use product label information
5489,17679,duck dynasty,3,0.471,['']
5490,17680,reusable straw,2,0.471,['']
5491,17681,wall clock,4,0.471,['']
5492,17682,router,4,1.414,['']
5493,17683,plantronic cord headset,4,0.471,['']
5494,17684,yoga mat,4,0.0,['']
5495,17686,teenage mutant ninja turtle,2,0.632,pizza party paperback item 15813644 nickelodeons teenage mutant ninja turtles hit mean street new york ready battle bot eat pizza kid age 4 6 love step 2 step read level reader feature page sticker
5496,17687,wii,4,0.471,['']
5497,17694,flea tick control dog,3,0.471,natural flea tick shampoo w oatmeal dogs 16.9 oz natural chemistry natural flea tick shampoo oatmeal dogs long last flea control add benefit oatmeal kill flea tick contact fully effective seven day guarantee oatmeal protein moisture nourish revitalize dry coat leave coat soft smooth package contain 16.9 oz bottle flea tick shampoo usa
5498,17695,rubbermaid turntable,4,0.0,['']
5499,17696,high heel shoe,2,1.166,art.com high heel shoe kathy middlebrook mounted print art.com high heel shoe kathy middlebrook perfect addition home permanently bond image thick piece hardboard add protective laminate create mount print distinctly craft elegant modern look piece finish black bevel edge mount brace gracefully lift print wall mounted print construct order skilled artisan unique affordable alternative frame
5500,17703,aroma diffuser,1,0.471,eucalyptus 0.5 oz essential oil use naturally occur essential oil soap making candle making bath salt bath oil lotion reed diffuser potpourri strong natural aroma package contain 0.5 ounce eucalyptus essential oil use soap making candle making bath salt bath oil lotion reed diffuser potpourri scent eucalyptus strong natural aroma 0.5 ounce
5501,17705,pot pan set,3,0.632,wearever ceramic nonstick saute pans set 2 red wearever ceramic nonstick saute pans set 2 red t fal wearever pure living 8 10 saute fry pan combo red ptfe free pfoa free cadmium free recyclable superior stain resistance superior scratch resistance durable ceramic cookware high performance perfect cooking easy ceramic nonstick high quality aluminum base soft touch ergonomic silicone rivet handle sear deg laze ease cook high temperature 750 degree f limited lifetime warranty safe cooking method induction feature ptfe free pfoa free cadmium free recyclable superior stain resistance superior scratch resistance durable ceramic cookware high performance perfect cooking easy ceramic nonstick high quality aluminum base soft touch ergonomic silicone rivet handle sear deg laze ease cook high temperature 750 degree f limited lifetime warranty safe cooking method induction
5502,17706,acoustic guitar clamp,3,0.471,zildjian gen16 acoustic electric drum rack t clamp constructed harden steel plate zildjian ae rack t clamp feature unique design allow section lock firmly horizontal rack bar channel maximum stability need tighten disassembly leg assembly transport quick easy supply rack tool standard allen wrench single point allen head bolt lock transport strong light cast accessory
5503,17709,playstation 4,3,0.471,['']
5504,17710,memory foam pillow,4,0.0,dream serenity cluster memory foam pillow dream serenity cluster memory foam pillow let enjoy contouring support cluster memory foam traditional shape cluster easily fluff fit relaxation need inner cover memory foam contour pillow secure foam removable easy wash cover top pillow softness design adjustable support breathable flexible pillow help deep restful sleep simply remove wash cover need able enjoy sophisticated pillow year come
5505,17713,levis 505,4,0.0,['']
5506,17715,deep fryer,4,0.471,cuizen 3.5qt immersion deep fryer cuizen deep fryer give perfect way enjoy deep fry cuisine home adjustable thermostat ensure food undercooked removable basket brush stainless steel make cleanup easy inner pot hold 3.5qts oil food
5507,17716,duffle bag,4,0.0,token lafayette waxed duffel bag large black look strong durable stylish duffel bag lafayette waxed duffel bag answer original wax wax canvas fabric bag waterproof hardwearing genuine grade leather reinforce corner extra protection wear tear come detachable zip compartment leave attach bag extra space use separately carry lafayette waxed duffel leather handle adjustable shoulder strap
5508,17720,lego,4,0.0,lego star wars vulture droid building set scan sky planet coruscant separatist vulture droid fire new dual spring load shooter deploy deadly buzz droid disable hostile force descend planet surface engage walking mode prepare ground base battle include neimoidian warrior minifigure plus buzz droid pilot battle droid figure blaster pistol
5509,17725,green bay packer,4,0.471,green bay packers wool heritage banner green bay packers wool heritage banner highlight evolution team logo time officially licensed team banner come hang cord perfect decorate office game room
5510,17728,gold dress,1,0.0,sensationail gel polish perfect manicure home fraction cost go salon sensationail color gel polish sensationail system come different shade include navy blue taupe direct polish nail look sensational week
5511,17735,yankee candle,3,0.471,yankee candle 1220934 bahama breeze tm car jar r ultimate s cool summer refreshment tropical blend pineapple grapefruit mangoneutralize odor freshen air small space new car jar ultimate car jar ultimate provide week continuous fragrance sku das15192
5512,17738,solar charger,4,0.4,mfr 50013 solar 12v power sports charger 1 watt power sun sunforce 1 watt solar power sports charger help charge 12 volt battery design charge battery atv personal water craft motorcycle unit completely maintenance free easy install amorphous solar panel charge daylight condition cloudy day add durability panel weatherproof build overcharge discharge protection complete kit include 8 ft wire connect solar panel 8 ft extra wire battery clamp o ring connector fuse quick connect technology
5513,17740,gold dress,3,0.471,women plus size madelyn navy/ gold print dress bold pattern dress add splash excitement daily wardrobe knee dress feature v neckline 3/4 bell sleeve elegant drape fit
5514,17742,k cup,3,0.471,o'clock coffee original keurig k cups 18 ct type coffee pod serve size 1.0 pckg servings container 1.0 container package 18.0 total volume 1.0 pint form ground beverage type brew coffee roast medium roast bean type arabica bean compatible keurig keurig 2.0
5515,17744,drawer organizer,4,0.0,rubbermaid 6pc drawer organizer set essential neatly store convenient place rubbermaid 6 piece drawer organizer set interlock bin come vary size ideal office drawer junk drawer store writing utensil paper clip non slip base foot bin position prevent slide plastic drawer organizer come black
5516,17745,refrigirator,2,0.943,lg lmxs30776s refrigerator freezer french style freestande stainless steel generous capacity door door refrigerator customchill drawer provide customizable capacity way use space post workout protein shake school snack lg door door design keep favorite fingertip reduce cold air loss help food fresher long thank versatile customchill drawer additional refrigerator freezer space need advanced smart cooling plus system design maintain superior humidity temperature level help food fresher long fresh air filter help food taste good
5517,17753,dean guitar,4,0.471,dean evo mini classic black child/ young adult guitar dean evo mini perfect quarter size guitar child people small frame deep classic black finish capture eye sound playability capture musical imagination dmt design pickup tweak soft blue sound tilt rock roll grit guitar feature comfortable cutaway allow easy access high fret enable fast action note
5518,17756,patio table,4,0.471,suncast elements resin patio storage table java patio furniture set complete necessary extra suncast elements end table ideal complement outdoor patio furniture set unique combination convenient storage contemporary style build storage lid make organize patio easy thing conveniently store patio accessory design classic wicker texture suncast elements end table patio furniture sophisticated touch table centerpiece design potential explore durable weather resin construction sturdy easy rearrange use patio
5519,17765,projector,2,0.471,['']
5520,17768,mens leather shirt,4,1.166,man short sleeve leather polo shirt daniel won black xx large short sleeve leather polo shirt
5521,17772,queen comforter set,4,0.471,['']
5522,17787,wii microphone,4,0.0,['']
5523,17788,spiderman,3,0.471,spiderman hood poncho spiderman hood kid love favorite character hooded poncho double bath towel make great beach pool towel
5524,17789,van backpack,3,0.748,marvel mesh cinch backpack marvel mesh cinch backpack black multi marvel mesh cinch backpack
5525,17790,dress shirt,4,0.471,graham graham men dress shirt tie set green check handsome man dress shirt tie set definitely make thing bit easy let totally honest guy mix match pattern color dress shirt neckwear probably strong suit let awesome long sleeve shirt tie set work fret able cut dash silhouette boardroom dance floor place good fabulous dress shirt tie set mind bit steal credit pick flattering match come green check pattern machine wash
5526,17791,cuisinart coffee maker,4,0.0,cuisinart dcc-2900 12 cup perfectemp thermal coffee maker bundle model acuidcc2900pk2 cuisinart perfec temp thermal coffeemaker feature state art coffeemake technology turn temperature deliver hot coffee retain coffee flavor quality brewing process temperature important taste ideal coffee lover prefer hot coffee oversized digital display illuminate range programmable option include regular bold flavor setting styling sleek elegant angle new high tech look extremely user friendly control panel
5527,17794,queen comforter set,4,0.0,cassandra queen size 4 piece comforter set item 13725731 add luxurious look lush garden bedroom cassandra collection comforter set geometric pattern create trelli like look compliment floral orange hue
5528,17795,workout clothe woman,4,0.471,womens moving comfort workout bikini gem wear pack bikini know cool silky stretchy moisture wicke fabric keep dry odor free mesh zone instant air conditioning drilayer powermesh zone ventilation seam free bond edge chafe free comfort elastic waist comfortable secure fit drilayer 81 nylon/19 spandex import
5529,17799,aveeno shampoo,4,0.471,aveeno baby wash shampoo daily moisture bundle aveeno baby wash shampoo rich lather cleanser clean dry soap free hypoallergenic tear free formula skin hair gentle cleansing rinse clean soft fresh fragrance aveeno baby wash shampoo gentle newborn baby sensitive skin aveeno day help baby skin soft smooth healthy aveeno baby daily moisture lotion contain natural colloidal oatmeal blend rich emollient soothe help heal baby delicate dry skin
5530,17803,punch bowl,3,0.943,['']
5531,17804,ps2 controller usb,2,0.632,thrustmaster t.flight stick x flight controller usb black playstation 3 pc ready fly t flight stick x flight stick allow precision design look compatible ps3 pc flight stick fully programmable 12 button 4 axis adjustable resistance control allow customize flight internal memory store program configuration everyday setup easy
5532,17806,volcom short,4,0.433,boy volcom friendly chino shorts classic chino short handsome preppy kid look great feel comfortable
5533,17808,sport bra,4,0.0,women racerback sports bra perfect yoga weight training light aerobic joe boxer woman sport bra design help cool racerback portion mesh aid air circulation hot color combination give stylish look tank racerback tee foam cup provide moderate support wide elastic band soft lining will shift bind
5534,17809,face cream,3,0.943,['']
5535,17811,sweater dress,4,0.0,george girls sweater dress cables little angel love george girl sweater dress cable dress comfortable adorable sweater design summer
5536,17813,silver jean,2,0.471,sterling silver create pink sapphire journey necklace fine necklace feature create pink sapphire stone journey design pendant craft sterling silver hang matching 18 inch cable chain
5537,17815,steel necklace,3,0.471,['']
5538,17827,steel necklace,4,0.943,stainless steel necklace cubic zirconia heart pendant add perfect touch elegance ensemble dainty stainless steel heart pendant design elya embellish sixteen cubic zirconia prong setting petite ball chain necklace perfect work play
5539,17830,rachel ray cookware,4,0.0,rachael ray hard anodized ii 3 qt covered oval saute pan saucepan great create tasty soup like warm split pea soup cold gazpacho hot summer day oval shape help save room stovetop convenient pour spout transfer soup bowl cinch rachael ray hard anodized cookware perfect combination durability style 3 qt covered oval saucepan certainly fit bill saucepan roomy meal entertain crowd family meal week fun oval shape make distinctive design save space stovetop pot fit burner hard anodize construction provide heat help reduce hot spot burn food interior coat durable nonstick exceptional food release tempered glass lid allow cook see heat moisture seal plus grippy handle feature strike orange padding comfortable feel covered oval saucepan oven safe 350 f convenience dishwasher safe fast simple cleanup
5540,17833,wire xbox 360 controller,4,0.0,thrustmaster wired gaming controller ergonomic design black xbox 360 control game thrustmaster ergonomic design wired game controller xbox 360 xbox 360 controller ergonomic design comfortable gameplay long gaming session contoured design nonslip grip way excellent handling wire xbox 360 controller 2 vibrate motor let feel effect game progressive trigger precise mini stick rubber texture grip
5541,17835,rachel ray cookware,4,0.0,rachael ray ii hard anodize nonstick 10 piece cookware set color black surface nonstick materials aluminum silicone glass steel hard anodize construction lid material shatter resistant glass care instruction dishwasher safe oven safe 350 degree f number piece 10 set include 1 quart cover saucepan 2 quart cover saucepan 6 quart cover stockpot 3 quart cover saute 8.5 inch skillet 10 inch skillet
5542,17839,fitbit charge,4,0.471,fitbit charge hr heart rate activity tracker + sleep wristband large black fitbit charge hr wireless heart rate + activity wristband heart rate activity tracking wristband build capture movement health pattern day long easily monitor heart rate maximize workout learn sleep quality monitor progress goal
5543,17840,rice cooker,3,0.471,['']
5544,17841,oakley radar,4,0.943,oakley radar range replacement lens g30 iridium size technologically advanced piece sport equipment earth sure oakley radar ® engineer interchangeable lens design let adapt sport environment unique lens shape available choose coverage work good outdoor activity way mother nature sculpture facial physique offer wide range accessory lens set include vent design offer cool airflow good polarize lense sun oakley polarization technology use liquid infusion process bond polarizing filter molecular level eliminate haze distortion find conventional technology achieve unbeatable glare cut performance durable plutonite ® lens material offer superior impact protection filter 100 uv ray high definition optics ® hdo ® maximize clarity patent innovation like polaric ellipsoid ™ geometry precise crystal clear vision angle view important note use care instal remove accessory lense scratch lense return cover oakley warranty policy
5545,17844,ice cream maker,3,0.748,nostalgia electrics blue 4 quart electric ice cream maker nostalgia electrics 4 quart electric ice cream maker provide homemade ice cream modern convenience simply place aluminum canister fill ingredient center bucket layer ice salt electric motor churning
5546,17848,snow boot,4,1.414,['']
5547,17850,toaster oven,4,0.471,farberware convection countertop oven stainless steel cook delicious meal snack farberware convection countertop oven feature stainless steel convection oven include convection rotisserie setting range temperature control bake toast broil function complete bake rack farberware convection oven fit 12 inch pizza build 60 minute timer stay feature convenience 1500 watt stainless steel convection oven maximum temperature 475 degree fahrenheit crumb tray drip pan easy care clean handy rotisserie set include farberware convection countertop oven back good housekeeping seal limited warranty reflect good housekeeping seal mean product bear seal defective year purchase good housekeeping replace product refund purchase price
5548,17857,ice cream maker,4,1.414,play freeze original ice cream maker play freeze original ice cream maker need electricity fresh ice cream add ice rock salt end ice cream mix end ball shake pass roll
5549,17859,van backpack,2,0.0,teenage mutant ninja turtles 16 backpack teenage mutant ninja turtles backpack child excited begin school year little cool companion year action pack design sure feature pocket store supply spacious inside carry book lunch ensure kid need day 16 backpack polyester lining durable soft give child reliable carrying option heavy book item handle convenient storage polyester backpack feature zipper closure reliable way child thing secure
5550,17863,victorias secret lace gown,1,0.943,short sleeve sheer black floral print cotton nightgown plus size 4x treat pure comfort black floral print nightgown elegant slightly sheer bit sex appeal revelation size 4x short sleeve nightgown feature pocket embroider edging neckline sleeve super nice easy fit feel like real nice soft cotton tee shirt make comfortable perfect lounging relaxing bedtime length 45 bust 54 stretch 100 cotton washing instructions machine wash cold water dry flat cool iron bleach
5551,17864,cast iron skillet,4,0.0,denby 10 inch cast iron skillet favorite chef cast iron versatile practical material busy home cook handcrafted like tableware piece molten cast iron give vibrant scratch resistant enamel finish
5552,17865,portable hard drive,4,0.0,seagate wireless mobile storage 500 gb external usb portable hard drive blue enjoy movie music photo seagate stdc500400 500 gb external usb portable hard drive feature build wi fi let wirelessly stream high definition content 3 device simultaneously
5553,17866,business badge holder,4,0.943,c line biodegradable badge holder kit 3 x 4 clear 50 box c line ® biodegradable badge holder kit 3 x 4 clear 50 box acid free archival quality polypropylene contain additive allow biodegrade landfill kit include reusable holder hang cord white insert printer instruction professional look badge event badge label length 3 badge label width 4 badge label color(s white include 50 clear polypropylene holder 40 hang cord white 8 1/2 x 11 micro perforated laser inkjet insert printer instruction
5554,17872,assassinss creed,4,0.471,assassins creed 4 ps3 pre own 1715 pirate rule caribbean establish lawless pirate republic outlaw fearsome young captain name edward kenway exploit earn respect pirate legend like blackbeard draw ancient war destroy pirate build
5555,17873,16 gb memory card,4,0.471,samsung 16 gb micro sdhc class 2 memory card sd adapter pack 2 expand phone memory whopping 16 gb samsung 16 gb microsd memory card mean ton room photo music movie video game card size fingertip
5556,17876,gucci guilty intense woman,4,0.0,['']
5557,17879,dress woman,4,0.471,fade glory women striped maxi tank dress dress fashionably comfortable faded glory striped maxi tank dress patchwork style stripe pattern look good figure scoop neck ideal fun accessory sleeveless style easy wear warm weather fabric soft drape nicely pair jewelry date night dress cute flip flop woman tank dress come assortment color want
5558,17883,san francisco 49er,4,0.943,san francisco 49ers fairway stand bag lightweight team color bag feature include integrate handle 14 way length divider 6 location embroider team logo 5 zippered pocket 2 lift assist handle cooler pocket fleece line valuable pouch removable rain hood umbrella holder towel ring officially licensed
5559,17884,gucci guilty intense woman,2,0.943,gucci guilty intense men 1.6 ounce eau de toilette spray launch gucci guilty intense feature blend lemon lavender orange flower neroli floralcy cedarwood eau de toilette woman contain 1.6 ounce spray
5560,17893,victorias secret lace gown,2,0.471,queen satin long gown 7801x icollection black 1x 1x plus size long lace trim satin gown lace scoop adjustable spaghetti strap
5561,17896,eye cream,4,0.0,avalon organics vitamin c renewal revitalize eye cream 1 oz avalon organics revitalizing eye cream vitamin c description revitalize eye creme 70 certified organic ingredients unscented improves circulation tone texture uplifting blend certify organic botanical nourishing mositurizer powerful antioxidant help erase line time soft smooth youthful appearance activate enriched organic white tea melatonin lemon bioflavonoids ultimate free radical defense vitamin c powerful antioxidant prove defend damaging sun age effect free radical uv exposure free parabens harsh preservative synthetic color fragrance phthalate harmful sul fate animal testing product intend diagnose treat cure prevent disease.• avalon organics revitalize eye cream vitamin c direction apply small dot creme outer eye area gently pat ingredient organic lavandula angustifolia lavender)(1 chamomilla recutita chamomile)(1 camellia sinensis white tea)(2 organic arnica montana(3 extract aqueous organic aloe barbadensis(2 vegetable glycerin emulsifying wax magnesium ascorbyl phosphate vitamin c organic helianthus annuus sunflower oil(2 octyl palmitate cetearyl alcohol super oxide dismutase panthenol pro vitamin b5 tocopherol tocopherol acetate vitamin e melatonin lemon bioflavonoid organic bor ago officinalis borage linum usitatissimum flax seed oils(2 rosa ina rise hip oil olive squalane soy lecithin camellia sinensis green tea extract organic prunus amygdalus dulcis sweet almond oil(4 allantoin tromethamine stearate glyceryl lau rate theobroma cacao cocoa butter glyceryl stearate dimethicone phenoxyethanol ethylhexylglycerin benzyl alcohol 1 certify oregon tilth 2 certify quality assurance international 3 certify pro cert organic s
5562,17898,glitter vial,2,0.0,decorative sealing complete set- decorative sealing complete set- manuscript pen decorative seal complete set let imagination run wild customize decorative sealing complete set include vial glitter stick wax 3/4 inch coin 1 3/4x3/4x3/4 inch sealer 3 1/4x7 1/4x1 inch storage tin import
5563,17900,bike lock,2,1.095,schwinn 10 mm key combo cable lock light detail schwinn key combo steel cable lock light handy way bike investment protect lock release key convenient resettable combination lock choose work tough vinyl cover heavy cable protect bike scratch twisted steel cable plenty strength carry bracket include let mount lock bike ride right need
5564,17903,san francisco 49er,3,0.471,san francisco 49er star series ladies watch feature official licensed team logo color metal case crystal stone sunray dial japan quartz movement water resistant 3 atm 99 foot limit lifetime warranty case 32 mm
5565,17904,bluesky gel nail polish,4,0.0,bluesky 0.33 oz soak uv gel nail polish green asphalt 531 suitable hand foot bluesky shellac nail treatment damage natural nail provide 14 day incredible high gloss wear quick easy remove nail glamour treatment deserve comfort home salon color choose walk door boring nail
5566,17908,keurig coffee maker,1,0.471,barista prima coffeehouse colombia coffee vue cup portion pack keurig vue brewing systems magic andes potent energy imbue coffee nurture near mythic flavor highly prized arabica bean cultivate high elevation small farm shadow colombia majestic mountain testament volcanic soil spring accent wondrously bright bold fruit note distinctive hint walnut deep roast cup possess sweet bodied finish perfectly reflect colombia proud coffee grow tradition
5567,17909,bike lock,3,0.471,racor bike lift black racor bike lift perfect way store bicycle overhead free extra garage space raise low 50 lb bike 12 simply latch hook seat handlebar pull rope black ceiling bike lift use rope pulley system mount interior space ready ride unlock rope lower bike ladder need bike number bulky storage problem consumer ceiling mount bike lift pulley work make 50 lb bicycle feel like 12 lb 4:1 mechanical advantage unique locking mechanism hold rope securely place prevent accidental release
5568,17911,oakley polarize radar,2,0.943,oakley prizm golf radarlock path oakley prizm golf radarlock path oakley radarlock path polarized sunglasses oakley radarlock path polarized sunglasses perfect bike ride mountain day spend outdoors active want blaze path radarlock sun
5569,17912,assassinss creed,3,0.471,microsoft xbox assassin creed unity bundle game console 500 gb hdd xbox state art gaming console generation tv movie system lot go day switch input tv play game watch movie xbox quickly jump tv movie music game sound voice xbox game lifelike swear real immerse cinematic world character human reach television sport music web way imagine possible xbox get know learn like goodbye day size fit entertainment xbox bring close entertainment love people care chat friend skype watch football tv good game highlight instantly game dvr xbox power cloud will wait game update look like living room finally start live
5570,17915,double stroller,4,0.0,['']
5571,17918,lead christmas light,4,0.0,34 foot 100 light pure/ green c6 ec lead light wire materials plastic pvc quantity 1 color green dimensions 34 foot long 4 inch spacing
5572,17921,toy truck,4,0.471,wonderworld toys big wheel truck fabulous big wheel truck wonderworld perfect car add child collection wonderworld big wheel truck flexible wheel suspension mechanism allow truck c
5573,17923,microwave,4,0.0,new kenmore countertop microwave oven red stainless steel 1.1 cu ft 1100 w ebay item number:161663103516 seller assume responsibility listing < strong > item specifics</strong > < table > < tr > < td > condition:</td > < td > new brand new unused unopened undamaged item original packaging packaging applicable packaging find retail store item handmade package manufacturer non retail packaging unprinted box plastic bag seller listing detail condition definition < strong>- open new window tab</strong > read < strong > condition</strong > < /td > < td > type < /td > < td > countertop</td > < /tr > < tr > < td > color < /td > < td > < strong > red</strong></td > < td > brand < /td > < td > < strong > kenmore</strong></td > < /tr > < tr > < td > model < /td > < td > < strong>73116</strong></td > < td > power < /td > < td > 1100w</td > < /tr > < tr > < td > mpn < /td > < td > < strong>73116</strong></td > < td > energy star < /td > < td > compliant</td > < /tr > < /table > < strong > proelectronics cocoslover100</strong > cocoslover100 2058 99.6 visit store nbsp proelectronics cocoslover100 < table > < tr > < td > nbsp;<strong><em > brand new sealed kenmore < /em><em>1 year&nbsp;warranty peel blue film red sides.</em></strong><p><strong > kenmore countertop microwave oven -red&nbsp;all over.&nbsp;</strong></p><p><strong><em > stainless steel</em > compact 1.1 cu ft < /strong><strong>1100 w</strong></p><p></p></td></tr></table >
5574,17929,wreck ralph,4,1.166,disney wreck ralph 3.75 figure stand approximately 3.75 tall high quality vinyl construction officially license window box packaging great display brand new
5575,17933,patio umbrella,4,0.0,fantasy polyester green patio umbrella enjoy colorful style backyard garden area green patio umbrella craft high quality weather resistant material umbrella favorite patio year come
5576,17935,baseball cleat,4,0.471,['']
5577,17936,macbook case 13 case,2,0.957,francine collection lenox carrying case sleeve 13 tablet quietly sophisticated laptop case beautiful matte finish lizard skin incredibly versatile padded case hand hold carry detachable shoulder strap wear shoulder cross body hand free grab latte fly ultra soft microsuede interior rear zip pocket laptop tech accessory safe sacrifice style
5578,17938,bird seed feeder,4,0.0,droll yankees new generation 15 nyjer seed feeder clean contemporary line basic tube feeder attractive addition yard garden quality part ease use great value perch location allow bird eat simultaneously uv stabilize polycarbonate feeder tube keep seed level visible time internal seed baffle direct seed additional seed port locate low level seed ensure feeder empty completely allow seed build simply slide die cast metal cap hanger quick convenient fill large capacity seed scoop clean droll yankees 24 inch bird feeder brush forest green metal feeder base equip drainage hole dispel water get inside provide ventilation seed dry fresh feeder hang include metal loop hanger use 18 inch lock chain complete security fall pole mount droll yankees garden pole ultimate deck system ultimate yard system shepherd envy pole lifetime warranty squirrel damage u.s.a
5579,17940,kitchenaid glass bowl,2,0.0,['']
5580,17941,mac book air cover,2,1.166,kb cover persian farsi keyboard cover macbook macbook air macbook pro unibody black keys persian farsi keyboard cover macbook macbook air macbook pro unibody black keys model pers m cb-2 kb covers introduce persian farsi keyboard cover series foreign language cover user ability type persian farsi keyboard nuisance have use keyboard sticker memorize key kb covers design world fine silicone keyboard cover protect enhance apple macbook laptop computer cover unique reason feel difference durable ultra thin silicone use result soft tactile feel restrict type key individually mold include return key function key specially print clear silicone long last professional look kb covers durable ultra thin clear silicone perfectly mold fit european iso apple macbook macbook pro unibody macbook pro retina unibody macbook air 13 compatible 13 inch macbook european iso keyboard 13 inch macbook air european iso keyboard 13 inch aluminum unibody macbook european iso keyboard 13 inch aluminum unibody macbook pro european iso keyboard 15 inch aluminum unibody macbook pro european iso keyboard 15 inch aluminum unibody macbook pro retina european iso keyboard 17 inch aluminum unibody macbook pro european iso keyboard kb covers keyboard cover protect keyboard crumb liquid dust hair oil finger leave mark screen close laptop hand washable easy clean
5581,17944,keurig coffee maker,2,0.471,keurig rivo brewer black keurig rivo brewer use simple technology let create delicious espresso home simple touch button coffee lover indulge fresh brew choice black keurig brewer consistently froth type milk hot cold espresso drink beverage swiftly prepare minute freshly seal pack handy keurig espresso brewer feature froth mode cappuccino latte cold froth conveniently feature part dishwasher safe easy cleaning
5582,17946,kitchenaid mixer,4,0.0,kitchen aid khm5apwh 5 speed ultra power hand mixer white powerful 5 speed motor handle mixing need high quality stainless steel turbo beater include dough hook liquid blender rod attachment nonclogge air vent self clean mode offer convenience attachment dishwash safe
5583,17948,tang knife,4,0.0,8 inch tang bone edge collection hunting knife rule great outdoors defender hunting knife complete stone wash blade protective nylon sheath knife excellent addition outdoorsman arsenal knife collection brand defender model w6966 color black blade material stone wash blade handle material g10 handle material blade length 3.5 inch handle length 4.5 inch weight 16 ounce dimension 8 inch long x 6 inch wide x 4 inch high
5584,17951,toaster oven,4,0.0,cuisinart tob-60n convection toaster oven broiler el horno tostador y gratinador por convección de cuisinart tiene una estructura de acero inoxidable que le aporta un estilo elegante y de calidad comercial el horno tostador y gratinador multifunción tiene la capacidad suficiente para un pollo una pizza de 12 o hasta seis rodajas de pan
5585,17952,memory foam pillow,4,0.0,['']
5586,17956,flannel sheet,4,0.0,['']
5587,17958,victoria secret pink short,2,0.471,hello kitty girls 4 white pink orange sequin tank shorts outfit kit composto por dois culote calças infantis um com detalhe de babado e outro com estampa de oncinha possuem fechamento por elástico são ideia para passeio composição 100 algodão recomendações de lavagem podem ser lavado na máquina de lavar
5588,17959,wreck ralph,4,0.0,art wreck ralph hardcover maggie malone director development walt disney animation studios work film include tangle tinker bell princess frog jennifer lee work book publishing year filmmaker join walt disney animation studios screenwriter spring 2011 writer wreck ralph rich moore director wreck ralph multiple emmy ® award win director tv simpsons futurama john lasseter time academy award ® -winning director chief creative officer walt disney pixar animation studios principal creative officer walt disney imagineering wreck ralph disney expert team concept visual development story artist explore hidden world video game classic 8 bit arcade game modern inventive offering digital age center hilarious wildly original video game hop adventure wreck ralph arcade game bad guy break rule set mission prove good art wreck ralph capture fresh artistic vision film aesthetic journey filmmaker interview film artist include foreword director rich moore preface john lasseter illustrate character sketch storyboard visual development painting colorscript scene look disney late 3 d animate epic treat video game animation lover alike
5589,17961,toddler sandal,4,0.0,carter lauren toddler girl sandal perfect match sundress toddler girl lauren sandal carter pretty synthetic leather flower match white adorn strap pretty effect traditional ankle strap adjustable hook loop closure comfortable fit hook loop closure synthetic leather upper floral detail open toe pad footbe groove rubber outsole care wipe clean import
5590,17964,teenage mutant ninja turtle,3,0.471,['']
5591,17966,toaster oven,4,0.0,hamilton beach 31409 6 slice toaster oven create variety delicious dish hamilton beach slice toaster oven oven black finish come bake pan broil grid bake broil toast multiple food temperature setting
